,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
11,0,0,1,1,32.44383561643836,5.523287671232877,1,0,0,0,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
12,0,0,1,1,32.44383561643836,5.523287671232877,1,0,0,0,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
13,0,0,1,1,32.44383561643836,5.523287671232877,1,0,0,0,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14,0,1,1,0,56.16986301369863,12.191780821917808,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
15,0,1,1,0,56.16986301369863,12.191780821917808,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
16,0,1,1,0,56.16986301369863,12.191780821917808,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
17,0,1,1,0,56.16986301369863,12.191780821917808,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
18,0,1,1,0,56.16986301369863,12.191780821917808,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
19,1,1,1,2,43.18082191780822,8.693150684931506,1,0,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
20,1,1,1,2,43.18082191780822,8.693150684931506,1,0,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
21,1,1,1,2,43.18082191780822,8.693150684931506,1,0,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
22,1,0,1,1,44.41643835616439,19.44931506849315,1,0,0,0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
23,1,0,1,2,34.0027397260274,4.857534246575343,1,0,0,1,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
24,1,0,1,2,34.0027397260274,4.857534246575343,1,0,0,1,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
25,1,0,1,2,34.0027397260274,4.857534246575343,1,0,0,1,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
26,1,0,1,2,34.0027397260274,4.857534246575343,1,0,0,1,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
27,1,0,1,2,34.0027397260274,4.857534246575343,1,0,0,1,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
28,1,0,1,0,55.3041095890411,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
29,1,0,1,0,46.61917808219178,3.690410958904109,1,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
30,1,0,1,0,46.61917808219178,3.690410958904109,1,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
31,1,0,1,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
32,1,0,1,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
33,1,0,1,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
34,1,0,1,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
35,1,0,1,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
36,1,0,1,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
37,1,0,1,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
38,1,0,1,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
39,1,0,1,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
40,1,0,1,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
41,1,0,1,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
42,1,0,1,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
43,1,0,1,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
44,1,0,1,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
45,1,0,0,0,37.37534246575343,13.276712328767124,1,0,1,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
46,1,0,0,0,37.37534246575343,13.276712328767124,1,0,1,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
47,1,0,0,0,37.37534246575343,13.276712328767124,1,0,1,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
48,0,0,1,1,28.27671232876712,7.693150684931507,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
49,1,1,1,0,48.72602739726028,4.69041095890411,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
50,1,1,1,0,48.72602739726028,4.69041095890411,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
51,1,1,1,0,48.72602739726028,4.69041095890411,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
52,1,1,1,0,48.72602739726028,4.69041095890411,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
53,1,1,1,0,48.72602739726028,4.69041095890411,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
54,0,0,1,0,43.90958904109589,2.4356164383561643,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
55,1,0,1,0,61.14794520547945,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
56,1,0,1,0,61.14794520547945,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
57,1,0,1,0,61.14794520547945,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
58,1,0,1,0,61.14794520547945,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
59,1,0,1,0,61.14794520547945,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
60,1,1,1,0,45.43013698630137,3.271232876712329,1,1,1,0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
61,1,1,1,0,45.43013698630137,3.271232876712329,1,1,1,0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
62,0,0,1,0,51.85205479452055,17.194520547945206,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
63,0,0,1,0,51.85205479452055,17.194520547945206,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
64,0,0,1,0,51.85205479452055,17.194520547945206,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
65,0,0,1,0,51.85205479452055,17.194520547945206,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
66,0,0,1,0,51.85205479452055,17.194520547945206,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
67,0,0,1,0,51.85205479452055,17.194520547945206,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
68,0,0,1,0,51.85205479452055,17.194520547945206,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
69,1,0,1,2,42.31232876712329,8.526027397260274,1,0,0,1,4.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
70,1,0,1,2,42.31232876712329,8.526027397260274,1,0,0,1,4.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
71,1,0,1,2,42.31232876712329,8.526027397260274,1,0,0,1,4.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
72,1,0,1,2,42.31232876712329,8.526027397260274,1,0,0,1,4.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
73,1,0,1,2,42.31232876712329,8.526027397260274,1,0,0,1,4.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
74,1,0,1,2,42.31232876712329,8.526027397260274,1,0,0,1,4.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
75,1,0,1,2,42.31232876712329,8.526027397260274,1,0,0,1,4.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
76,1,1,1,0,54.41369863013698,29.70684931506849,1,0,0,1,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
77,1,0,0,0,51.18356164383562,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
78,1,0,1,2,30.12876712328767,6.271232876712329,1,0,0,1,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
79,1,0,1,2,30.12876712328767,6.271232876712329,1,0,0,1,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
80,1,0,1,2,30.12876712328767,6.271232876712329,1,0,0,1,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
81,1,0,1,2,30.12876712328767,6.271232876712329,1,0,0,1,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
82,1,0,1,2,30.12876712328767,6.271232876712329,1,0,0,1,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
83,0,0,1,0,24.27671232876712,2.4356164383561643,1,1,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
84,0,1,1,0,28.63013698630137,5.69041095890411,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
85,0,1,1,0,28.63013698630137,5.69041095890411,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
86,0,1,1,0,28.63013698630137,5.69041095890411,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
87,1,1,1,0,28.12054794520548,8.693150684931506,1,0,1,1,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
88,1,1,1,1,48.56438356164384,1.9397260273972603,1,0,1,1,3.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
89,0,0,1,1,38.69041095890411,3.5232876712328767,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
90,1,0,1,0,27.572602739726022,8.693150684931506,1,0,0,1,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
91,0,0,1,0,56.24931506849315,15.6986301369863,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
92,0,1,0,2,40.35616438356164,8.189041095890412,1,0,0,0,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
93,0,1,0,2,40.35616438356164,8.189041095890412,1,0,0,0,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
94,1,0,1,1,37.47671232876712,12.03013698630137,1,0,0,1,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
95,1,0,1,0,36.35890410958904,1.5205479452054795,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
96,0,1,1,2,35.23013698630137,11.112328767123287,1,0,1,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
97,0,1,1,2,35.23013698630137,11.112328767123287,1,0,1,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
98,1,0,0,0,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
99,1,0,0,0,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
100,1,0,0,0,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
101,1,0,0,0,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
102,1,0,0,0,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
103,1,0,0,0,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
104,1,0,0,0,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
105,1,0,0,0,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
106,1,0,0,0,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
107,0,0,1,0,59.37808219178082,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
108,1,0,0,0,26.457534246575342,4.273972602739726,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
109,0,1,0,0,43.35616438356164,10.191780821917808,1,1,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
110,0,1,0,0,43.35616438356164,10.191780821917808,1,1,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
111,1,0,0,0,53.63013698630137,7.947945205479452,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
112,1,0,0,0,53.63013698630137,7.947945205479452,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
113,1,0,0,0,53.63013698630137,7.947945205479452,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
114,1,0,0,0,53.63013698630137,7.947945205479452,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
115,1,0,0,0,53.63013698630137,7.947945205479452,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
116,1,0,0,0,53.63013698630137,7.947945205479452,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
117,1,0,0,0,53.63013698630137,7.947945205479452,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
118,1,0,0,0,53.63013698630137,7.947945205479452,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
119,1,0,0,0,35.38356164383562,8.695890410958905,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
120,1,0,0,0,35.38356164383562,8.695890410958905,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
121,1,0,0,0,35.38356164383562,8.695890410958905,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
122,1,1,0,0,62.67671232876712,-1000.6657534246576,1,0,1,1,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
123,0,1,0,0,50.2054794520548,3.441095890410959,1,0,0,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
124,0,1,0,0,50.2054794520548,3.441095890410959,1,0,0,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
125,0,1,0,0,50.2054794520548,3.441095890410959,1,0,0,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
126,0,1,0,0,50.2054794520548,3.441095890410959,1,0,0,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
127,0,1,0,0,50.2054794520548,3.441095890410959,1,0,0,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
128,0,1,0,0,50.2054794520548,3.441095890410959,1,0,0,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
129,1,0,0,0,48.14520547945205,15.868493150684932,1,1,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
130,1,0,0,0,48.14520547945205,15.868493150684932,1,1,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
131,1,0,0,0,48.14520547945205,15.868493150684932,1,1,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
132,1,0,0,0,57.40547945205479,23.791780821917808,1,1,1,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
133,1,0,0,0,57.40547945205479,23.791780821917808,1,1,1,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
134,1,0,0,0,57.40547945205479,23.791780821917808,1,1,1,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
135,1,0,0,0,33.78904109589041,2.356164383561644,1,1,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
136,1,1,0,0,40.18356164383562,2.186301369863014,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
137,1,1,0,0,40.18356164383562,2.186301369863014,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
138,1,1,0,0,40.18356164383562,2.186301369863014,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
139,1,1,0,0,40.18356164383562,2.186301369863014,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
140,1,1,0,0,40.18356164383562,2.186301369863014,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
141,1,1,0,0,40.18356164383562,2.186301369863014,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
142,1,1,0,0,40.18356164383562,2.186301369863014,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
143,1,1,0,0,40.18356164383562,2.186301369863014,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
144,0,1,0,0,29.07123287671233,2.6904109589041094,1,0,1,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
145,1,0,0,0,52.27945205479452,14.364383561643836,1,0,1,0,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
146,1,0,0,0,38.90684931506849,5.86027397260274,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
147,0,1,0,1,27.27945205479452,2.5232876712328767,1,1,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
148,0,1,0,1,27.27945205479452,2.5232876712328767,1,1,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
149,1,0,0,0,43.75342465753425,24.621917808219177,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
150,0,1,0,0,28.126027397260277,4.526027397260274,1,1,1,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
151,0,1,0,0,28.126027397260277,4.526027397260274,1,1,1,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
152,0,1,0,0,28.126027397260277,4.526027397260274,1,1,1,0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
153,0,0,0,0,40.49589041095891,6.693150684931507,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
154,0,0,0,0,40.49589041095891,6.693150684931507,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
155,0,0,0,0,40.49589041095891,6.693150684931507,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
156,0,0,0,0,40.49589041095891,6.693150684931507,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
157,0,0,0,0,40.49589041095891,6.693150684931507,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
158,0,0,0,0,40.49589041095891,6.693150684931507,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
159,1,0,0,0,41.47945205479452,13.194520547945206,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
160,1,0,0,0,41.47945205479452,13.194520547945206,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
161,1,0,0,0,41.47945205479452,13.194520547945206,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
162,1,0,0,0,41.47945205479452,13.194520547945206,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
163,1,0,0,0,41.47945205479452,13.194520547945206,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
164,1,0,0,0,41.47945205479452,13.194520547945206,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
165,1,0,0,0,41.47945205479452,13.194520547945206,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
166,1,0,0,0,41.47945205479452,13.194520547945206,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
167,1,0,0,0,41.47945205479452,13.194520547945206,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
168,1,0,0,0,57.64657534246575,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
169,1,0,0,0,44.106849315068494,5.112328767123287,1,0,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
170,1,0,0,0,60.44109589041096,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
171,1,0,0,0,60.44109589041096,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
172,1,1,0,0,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
173,1,1,0,0,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
174,1,1,0,0,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
175,1,1,0,0,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
176,1,1,0,0,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
177,1,1,0,0,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
178,1,1,0,0,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
179,1,1,0,0,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
